analysis_period,gvkey,commodity,alpha,beta,p_value_beta,r_squared,spearman_corr,spearman_pval
Up to end_of_2010,10991,SN1 Comdty,5.463451673130526,-7.747868638655595e-06,0.13644014440245153,0.010190880886486786,-0.33151684467391784,5.150269478572277e-07
Up to end_of_2010,10999,SN1 Comdty,7.084145654837414,-0.0001392352709231102,0.09550323466848876,0.1858306971236765,0.02207506116394726,0.9353253445612628
Up to end_of_2010,11012,SN1 Comdty,-1.192661239499093,9.26276353717785e-05,3.676207129007398e-79,0.7769008834729759,0.39072238192256914,3.8661067094123564e-10
Up to end_of_2010,11017,SN1 Comdty,35.21140800389971,-1.4861706223522444e-06,0.9418253685891738,2.214302728864581e-05,0.10288399337478682,0.10964713125568995
Up to end_of_2010,11060,SN1 Comdty,5.80748160691264,-0.00014432317190223747,1.850420702047449e-43,0.66118821810547,-0.8230355827674065,2.3935932739439913e-45
Up to end_of_2010,11094,SN1 Comdty,0.08342503054740637,9.24757799698316e-07,6.827757705588411e-14,0.3095217413819895,0.5269083697056932,2.2240294483457897e-12
Up to end_of_2010,11191,SN1 Comdty,5.103193338049046,-1.2866775503832809e-05,0.4058369039325147,0.019826161581963042,-0.09791370317686107,0.5642556362472724
Up to end_of_2010,11228,SN1 Comdty,903.007435657406,0.011120540836105053,1.7203468237964665e-55,0.6407214790615683,0.5763809351771942,6.530832738152394e-23
Up to end_of_2010,11259,SN1 Comdty,1.4760911472097966,9.85708675571541e-06,4.2941816043492977e-13,0.19983454253667332,0.5161944576667691,1.310875067427788e-17
Up to end_of_2010,11264,SN1 Comdty,0.009000000000000005,-2.117582368135751e-22,0.21819138701561194,-inf,,
Up to end_of_2010,11300,SN1 Comdty,6.154605896269359,0.00018678363081793263,1.5349971633755267e-23,0.3269639894377344,0.3887043213414764,1.2652216819266864e-10
Up to end_of_2010,11301,SN1 Comdty,29.777780187080445,-0.00048438230778286614,0.013683804964734083,0.26758527295313683,-0.5990965556182948,0.003216032207694255
Up to end_of_2010,11376,SN1 Comdty,61.56914067082805,0.0009227491969648707,0.003674579879091654,0.3014549384072387,0.7887179487179486,1.6966442966778902e-06
Up to end_of_2010,11399,SN1 Comdty,0.5283176509318118,-8.127168863143903e-06,7.042712830848792e-33,0.5842162716853134,-0.8787180703992868,3.1598081136633e-54
Up to end_of_2010,11499,SN1 Comdty,13.476580647250291,0.0003923912930358295,4.598277151157817e-64,0.6786549898993126,0.5842723822945806,1.2006996602026088e-24
Up to end_of_2010,11511,SN1 Comdty,2.754231163994313,0.0003181286294035014,1.4515851377248768e-46,0.5975953814442828,0.8638641253449862,3.04107476172297e-69
Up to end_of_2010,11550,SN1 Comdty,-0.6549740684207928,0.00011037937395500536,1.0943973169051993e-77,0.7704276376542544,0.6165942065931965,2.0135735411811299e-26
Up to end_of_2010,11554,SN1 Comdty,0.053597175820348376,-1.1946050512689687e-06,6.877033237897101e-34,0.5149671039592848,-0.8487928203178023,2.2696767186472296e-58
Up to end_of_2010,11566,SN1 Comdty,1.0982862440597572,6.043871924291366e-06,0.011013218363162595,0.11181460751807415,0.0780563721762472,0.5638459691273421
Up to end_of_2010,11584,SN1 Comdty,179.28300674618592,0.0018372061227198185,2.237916645482575e-30,0.4217550825056572,0.6812841283676629,2.298171279476541e-34
Up to end_of_2010,11600,SN1 Comdty,0.09533415604550674,-1.3602604223278917e-06,3.712813517358072e-15,0.4285477544556522,-0.8412986008932344,1.9879423562885603e-31
Up to end_of_2010,11672,SN1 Comdty,22.72173250894751,-0.00021182760506064594,2.1759789433667965e-05,0.3815056990771569,-0.7557223264540339,1.7276750345936216e-08
Up to end_of_2010,11745,SN1 Comdty,2.7265847811394432,3.073023093534141e-05,3.2640465597392427e-24,0.3361654941761325,0.31171743715656514,3.970856302360596e-07
Up to end_of_2010,11756,SN1 Comdty,0.4459940014369528,-5.324093238642749e-06,4.6459748553151965e-74,0.735036216763786,-0.8577600340123664,3.3110069756313283e-74
Up to end_of_2010,11770,SN1 Comdty,24.10299278689089,0.0005542219150097622,3.2578323019667744e-35,0.4685708365285751,0.4146921819342905,1.3348494901354899e-11
Up to end_of_2010,11781,SN1 Comdty,-0.0036030288629248382,2.5220505047442924e-07,3.760852377082299e-26,0.3579756420787936,0.16934681353406586,0.006716750093476131
Up to end_of_2010,11796,SN1 Comdty,21.482618625188675,-6.718551063859498e-05,1.201929803266551e-06,0.08947366137262136,-0.3818101798084563,3.0712081934291425e-10
Up to end_of_2010,11842,SN1 Comdty,2.9290968438832286,-1.0824617034008518e-05,2.710619792096432e-07,0.11301904898346316,-0.4842002119876355,1.6488156241535548e-14
Up to end_of_2010,11854,SN1 Comdty,6.010240490668009,7.660973321122204e-05,1.4496955163342497e-58,0.6432991648826312,0.7651039047909488,2.8006599756732426e-50
Up to end_of_2010,11856,SN1 Comdty,7.075871478902215,0.00016235043924775597,0.24738101726602724,0.8564503491354656,1.0,0.0
Up to end_of_2010,12124,SN1 Comdty,2.5880934219795666,-2.1427352111202686e-05,0.5849072562438862,0.08088103211302977,-0.2571428571428572,0.6227871720116618
Up to end_of_2010,12140,SN1 Comdty,0.013287148813937805,2.313953931824523e-07,0.032637509791843065,0.631924334398297,0.34235623582431246,0.45225122159090586
Up to end_of_2010,12141,SN1 Comdty,0.5428919199158019,5.448026800539002e-06,0.14132619331844623,0.2819233374272251,0.2761530448893886,0.47196179260238624
Up to end_of_2010,12151,SN1 Comdty,8.629294823307964,3.039472980007282e-05,0.08914852295876706,0.011379004667236292,-0.1458692213345442,0.019786142155828183
Up to end_of_2010,12181,SN1 Comdty,0.573216479528317,6.395785244732888e-07,0.58322296334297,0.0012406829627525928,-0.1981983874963694,0.0018244508380616596
Up to end_of_2010,12262,SN1 Comdty,0.9936407921976382,5.6710557367450415e-05,1.296030478465436e-41,0.539463877679515,0.3485810815172076,3.322114621599712e-08
Up to end_of_2010,12389,SN1 Comdty,0.3087521886904509,4.945919861476924e-06,1.006175955267602e-52,0.6092402951620943,0.8019324432487374,1.2331523238531865e-57
Up to end_of_2010,12395,SN1 Comdty,1.2024841499420593,8.446110450194089e-05,6.173962236251391e-25,0.3746870265809531,0.25882001432477003,7.402550186459639e-05
Up to end_of_2010,12428,SN1 Comdty,3.6932197008812446,-3.176241758397456e-05,1.5327707140489477e-09,0.1345623116892528,-0.646252455205784,1.5265939201193102e-31
Up to end_of_2010,12441,SN1 Comdty,0.22726497465292936,3.0246851392027166e-06,9.40918534241679e-56,0.6440436189518652,0.8450415620224465,3.3912079438719075e-67
Up to end_of_2010,12471,SN1 Comdty,2.9876704461603394,6.670595829502351e-05,1.9364234936142514e-27,0.3727575513745508,0.2083392662935921,0.0008158155435581418
Up to end_of_2010,12544,SN1 Comdty,-0.19651043878909893,7.773924195944828e-05,4.125739415790171e-88,0.835264597292943,0.7820163704413386,4.599366379146582e-47
Up to end_of_2010,12589,SN1 Comdty,5.969399433343592,0.00011900985603542245,8.47262497012946e-29,0.3952577297192015,0.434055001629628,7.30946925407188e-13
Up to end_of_2010,12603,SN1 Comdty,13.724443651493996,-4.4812720488743886e-05,0.34060673583252926,0.29861129712646217,-0.09999999999999999,0.8728885715695383
Up to end_of_2010,12615,SN1 Comdty,1.3281780247256414,1.5025808641443371e-05,4.622308119147456e-18,0.2633399577212271,0.1820114707410127,0.00402877973742197
Up to end_of_2010,12625,SN1 Comdty,-20.588447222221383,0.001509861111111083,,1.0,0.9999999999999999,
Up to end_of_2010,12635,SN1 Comdty,25.860594790563802,0.00022194787837911262,1.0588697054284194e-43,0.5328207944005714,0.39427736364173893,6.50350318828328e-11
Up to end_of_2010,12689,SN1 Comdty,2.000808679454293,-2.7036374851656348e-05,8.228587332382975e-06,0.3253733335547915,-0.7473945210864021,1.2867021096010627e-10
Up to end_of_2010,13041,SN1 Comdty,20.44402204989029,3.824656202827361e-05,0.0005482173882342783,0.04620142334319699,0.1788670340850877,0.0041649852477202605
Up to end_of_2010,13125,SN1 Comdty,12.001128671578368,4.875650219173979e-05,0.002069940457994597,0.036872834314170655,-0.19565325555328553,0.001693066473270494
Up to end_of_2010,13200,SN1 Comdty,25.967350152886972,0.00031465616182771254,1.83116477990397e-46,0.5556556994080893,0.693143193981122,7.663554903900819e-38
Up to end_of_2010,13341,SN1 Comdty,4.528203780121765,-7.155025349072581e-07,0.9181701310205916,9.381955090181915e-05,0.1280441253930634,0.17264921962229463
Up to end_of_2010,13342,SN1 Comdty,0.14898752778807794,1.3672992137240978e-06,0.1468330906810524,0.03260214766927039,0.03429847820453828,0.7845467742602518
Up to end_of_2010,13421,SN1 Comdty,0.9487505274334566,1.941510282605058e-05,0.027661217810464784,0.019557874788107554,0.4507592975075324,8.175467538015533e-14
Up to end_of_2010,13562,SN1 Comdty,3.27281605181283,6.468865032235678e-06,0.28985371778487223,0.004444557387560111,0.2619925111626078,2.3475227010841916e-05
Up to end_of_2010,13570,SN1 Comdty,-0.0012965957687751089,1.9668975905280587e-06,1.9416062783609204e-16,0.23587014938647832,0.03963421615038334,0.529482002431009
Up to end_of_2010,13580,SN1 Comdty,48.224210669810134,0.00011439796466626985,0.0006397368706723343,0.04511510983138578,0.0015020714546002236,0.9809576395378454
Up to end_of_2010,13623,SN1 Comdty,1.2841052855430468,-7.127616075007429e-06,6.391441048461762e-13,0.18790063700707826,-0.3791764039416744,5.272472227553389e-10
Up to end_of_2010,13700,SN1 Comdty,-4.2008658238428245,0.00023740085773478817,3.921655918004503e-102,0.8384360298139382,0.7898026227110571,1.2405482147159136e-55
Up to end_of_2010,13710,SN1 Comdty,4.269404451147123,4.3881083971117395e-05,0.052743957429196346,0.5607886543401258,0.7500000000000002,0.05218140045705776
Up to end_of_2010,13714,SN1 Comdty,8.151419965322917,5.405603275356516e-05,1.7075674520394464e-20,0.28892992138685936,0.3842169235798534,2.1427675957698557e-10
Up to end_of_2010,13721,SN1 Comdty,-0.6815853311212968,0.0002665527258110646,3.8814609965416637e-59,0.6740943758574637,0.5733297425332079,4.1309354936938913e-22
Up to end_of_2010,13824,SN1 Comdty,23.156067116679647,0.000208027372973476,5.5234046989648234e-39,0.49109461605936944,0.603211776877429,1.16301492405991e-26
Up to end_of_2010,13888,SN1 Comdty,0.07091669946583967,1.1667135226314337e-05,,1.0,0.9999999999999999,
Up to end_of_2010,14027,SN1 Comdty,289.61383561484206,-0.004763915564338025,1.2679872701028352e-45,0.5663892978847266,-0.8411384600337548,2.8219973486979013e-66
Up to end_of_2010,14084,SN1 Comdty,0.619934249930351,-2.0754083172935508e-06,1.0509030662028928e-05,0.07604207643013983,-0.405349588655534,3.1723206199529e-11
Up to end_of_2010,14172,SN1 Comdty,0.13634082273664408,-2.618174996164387e-06,4.1186849247818606e-11,0.3330965352185251,-0.7132564945486157,2.2819494262959193e-18
Up to end_of_2010,14253,SN1 Comdty,17.01904884533542,-3.9235589078691425e-05,0.2628898571821764,0.005198378628996636,-0.4323206034189707,1.7357776852804714e-12
Up to end_of_2010,14282,SN1 Comdty,1.185763520518702,3.5807583140082965e-05,2.734180212493573e-36,0.4966393685762498,0.7756911706569478,4.502402093671902e-48
Up to end_of_2010,14311,SN1 Comdty,-0.0419339704417702,5.210830370997752e-06,6.406587884594405e-35,0.4783679028484591,-0.08971910612151326,0.169520883352359
Up to end_of_2010,14418,SN1 Comdty,7.320683794866978,-3.496512880055819e-05,0.0002016852768824343,0.3737091433456422,-0.6832844574780058,1.6337498455876238e-05
Up to end_of_2010,14477,SN1 Comdty,1.7270697126079246,-2.853664450587722e-06,0.13070426853341477,0.017090692746092095,-0.04503246654272774,0.6040203760140013
Up to end_of_2010,14489,SN1 Comdty,2.194566428115067,0.00011628508851926011,4.168689650288594e-102,0.8406915469992953,0.7031513523527715,4.767796507114566e-39
Up to end_of_2010,14624,SN1 Comdty,0.00898303481180447,6.445299628547744e-07,4.3462249400202255e-43,0.5649535271854966,0.8218092093463034,1.2737122766040256e-57
Up to end_of_2010,14790,SN1 Comdty,0.03964094227956403,3.7178357526981335e-07,2.9449508908056735e-21,0.2986516637303166,0.7415941695421541,9.213705331481325e-46
Up to end_of_2010,14822,SN1 Comdty,0.3166160110380009,5.639896854858456e-07,0.01318789956953138,0.024037826939035223,0.1312630022330298,0.03618199831643735
Up to end_of_2010,14824,SN1 Comdty,-0.25635508715676625,1.2046419218055152e-05,1.0051194845102911e-113,0.8691495382836507,0.8620967979357874,1.1891825092292106e-76
Up to end_of_2010,14891,SN1 Comdty,-1.134393991879394,0.00010436826369580078,1.0926476238209996e-94,0.823694482784197,0.8075923230236305,2.4022866785410906e-58
Up to end_of_2010,14954,SN1 Comdty,0.07083307028616455,9.820366855801308e-07,4.044340984381044e-08,0.11548735145410127,0.25283288006227944,5.646330882773493e-05
Up to end_of_2010,15343,SN1 Comdty,-4.173154752163092,0.00021957419316041035,1.3226621915268003e-13,0.3346951696537228,0.6639076479363939,9.37792489387504e-19
Up to end_of_2010,15414,SN1 Comdty,19.432354545462637,-2.624574648652291e-05,0.05200816775553486,0.014841200329649529,0.14156634462542858,0.023763894215084767
Up to end_of_2010,15417,SN1 Comdty,50.33410789313811,0.00028818361654260247,0.0015478412328297846,0.04462584545450354,-0.10778847685692934,0.10924068091148377
Up to end_of_2010,15520,SN1 Comdty,17.55578074291639,-8.935552811361165e-05,0.22553141160683887,0.435493146772265,-0.6,0.28475697986529375
Up to end_of_2010,15855,SN1 Comdty,3.478869177239967,0.00010165208294873392,1.0395814096382479e-32,0.4310892538675154,0.5536706221709633,8.348133084445998e-22
Up to end_of_2010,16101,SN1 Comdty,0.05881329237523729,1.2348341020123136e-06,2.741382903745066e-24,0.3602048028945728,0.442885401427152,1.163041296476086e-12
Up to end_of_2010,16188,SN1 Comdty,0.25589102733001057,2.5394988785766645e-05,3.1921791597743787e-75,0.7753282592424033,0.8981572323623823,1.3129445344057416e-82
Up to end_of_2010,16384,SN1 Comdty,6.036981203458387,-1.876177273871881e-05,9.568011352648936e-09,0.12794909591958548,-0.5682922928155261,3.4798861701042516e-22
Up to end_of_2010,16401,SN1 Comdty,0.01643348933174847,1.651131484348398e-06,4.9453055178433496e-12,0.17216257248100553,-0.01142115631676307,0.8559821092136757
Up to end_of_2010,16453,SN1 Comdty,0.02528018416881429,1.8126599617047392e-07,0.07353624198799023,0.02077931510857811,0.4119407660299844,1.0068039054861655e-07
Up to end_of_2010,16477,SN1 Comdty,396.17274544610655,0.0017193892477977669,1.2028870549625102e-06,0.09336293887006042,0.4485115877836183,1.9865971335583718e-13
Up to end_of_2010,16478,SN1 Comdty,0.07700313594140992,-2.2147387491309732e-07,0.15284639379956608,0.012810576568293097,-0.11116598880821832,0.16034777794007055
Up to end_of_2010,16486,SN1 Comdty,3.601810725402522,0.0001663562598800329,0.08847610769232654,0.19318901264029675,0.19411764705882353,0.47128972836210736
Up to end_of_2010,16549,SN1 Comdty,-3.206397254691944,0.00023985072922249115,4.2856467987181893e-95,0.817604231452807,0.9384266078780866,2.5723196780403313e-118
Up to end_of_2010,16705,SN1 Comdty,0.03533463461159494,1.3128555618465146e-06,2.7797496077145345e-09,0.1310615382068704,0.6167026629128315,5.25896867752738e-28
Up to end_of_2010,16710,SN1 Comdty,0.015282790082768548,-2.0466665936185552e-07,0.0004871176081398707,0.049521774982929756,-0.4120668481816667,2.454854680754593e-11
Up to end_of_2010,16721,SN1 Comdty,0.045050597536259555,-3.709504356933573e-07,0.013096640623408193,0.44249619714202404,-0.6703296703296703,0.012166220319952023
Up to end_of_2010,16777,SN1 Comdty,0.06495678111685355,3.222505302464201e-06,2.2445398491012293e-45,0.5467932671389595,0.3422074654979231,2.0468461524319198e-08
Up to end_of_2010,16781,SN1 Comdty,0.06243175986373887,-7.736634642617102e-07,5.972062057532881e-24,0.33192902306833805,-0.7520079799054995,1.0619725496360033e-47
Up to end_of_2010,16790,SN1 Comdty,0.4074778747996101,-7.1956737567426e-06,4.6408419974971366e-27,0.36958991304965794,-0.7543711614917328,5.70747062478986e-48
Up to end_of_2010,16821,SN1 Comdty,-1.1662786726599366,6.634009477126578e-05,7.198304987899683e-24,0.8179727776173401,0.9405202588703382,8.042571280698795e-30
Up to end_of_2010,16832,SN1 Comdty,0.7483366678919811,4.9278746746038626e-05,3.2899094089013647e-113,0.8805992865688984,0.7621362623375177,2.1012572165907954e-47
Up to end_of_2010,16889,SN1 Comdty,22.459135823981136,-0.00025112178322084445,1.9312614329699543e-15,0.24994543403055125,-0.6397968268733834,5.868777803946706e-27
Up to end_of_2010,16981,SN1 Comdty,0.1723244133717779,8.532174013334458e-07,0.02580550542403087,0.01948675079451212,-0.1221487424197231,0.05138179185754311
Up to end_of_2010,17095,SN1 Comdty,0.025939779248924086,-5.8375647190751e-07,2.2978208366684217e-19,0.2761669475457338,-0.8006643583226002,8.953419908446423e-58
Up to end_of_2010,17132,SN1 Comdty,1.0637062011802405,-1.8101581563591797e-05,9.08930202006389e-45,0.5431905168998875,-0.9037049187776356,8.092264235976405e-95
Up to end_of_2010,17145,SN1 Comdty,-2.8809910983389746,0.00023511015449733289,0.0007565632248287374,0.8680490117385105,0.9285714285714287,0.0008629681828999769
Up to end_of_2010,17150,SN1 Comdty,0.32375117925830255,4.368222323922403e-06,1.3924810097089161e-05,0.0820563447590067,-0.04282428104317405,0.5246454871868536
Up to end_of_2010,17199,SN1 Comdty,2.363213819828267,7.247911732261979e-06,0.0017626259199662291,0.03799810915143087,0.004795343031491318,0.9392602168194191
Up to end_of_2010,17228,SN1 Comdty,-0.018123463114378686,9.393677091622768e-07,2.378664356337095e-35,0.49165987976855585,0.5539272044093807,6.764373979919924e-20
Up to end_of_2010,17240,SN1 Comdty,0.13308367006038035,-1.4923210016356804e-06,9.22636396777997e-34,0.4418664843539555,-0.7662578119795275,2.540570314685598e-50
Up to end_of_2010,17245,SN1 Comdty,0.34961794524759243,-3.3670346626916285e-06,3.986878804455584e-07,0.09677441266806708,-0.5510118195638495,1.1898544131018454e-21
Up to end_of_2010,17248,SN1 Comdty,0.550067793047064,1.953935752210228e-06,0.030189866444855853,0.019426453966727153,-0.17048470533652335,0.007863532329251135
Up to end_of_2010,17653,SN1 Comdty,17.418004140996036,0.0001989261952553676,6.319269645621898e-11,0.16212373948119663,0.2913356686482318,3.688047311920419e-06
Up to end_of_2010,17769,SN1 Comdty,8.005723039154802,2.643529726752898e-05,0.41536856290676794,0.008309507619327583,0.3927296473893904,0.0002627411546904772
Up to end_of_2010,18004,SN1 Comdty,26.640537868934793,0.00013064943652515336,0.0055154620398957166,0.13888867164876262,0.1881873106366296,0.17296391070678543
Up to end_of_2010,18049,SN1 Comdty,1.2812322290786542,2.219412441310462e-06,0.08663850188864727,0.011605046132003416,0.06867644859240413,0.2755318174245723
Up to end_of_2010,18071,SN1 Comdty,0.031230060467080618,1.2216664294700946e-06,1.4313403519957747e-09,0.13551828450663206,0.1071899414821409,0.0882288556895721
Up to end_of_2010,18204,SN1 Comdty,97.83291219047669,-0.0014044394826668244,0.010082815916320282,0.5003383606929874,-0.8251748251748254,0.0009513628555555001
Up to end_of_2010,18241,SN1 Comdty,3.565000346253788,-1.123922906865218e-05,0.014959603919924796,0.02493410997144807,-0.3182541497972368,5.607145599988581e-07
Up to end_of_2010,18293,SN1 Comdty,1.8160391208071547,0.0001509488964960398,4.432767154402804e-55,0.6199908028475338,0.4398485697756576,1.7279508117941343e-13
Up to end_of_2010,18312,SN1 Comdty,-4.27907915723138,0.00021888142946088415,9.593618504330463e-34,0.7774564464523219,0.8912771492132754,1.9715761112265423e-35
Up to end_of_2010,18320,SN1 Comdty,3.2122030317000876,-3.123421165579665e-05,9.356825588332277e-14,0.19592073886344896,-0.49091639178083224,5.407215741511728e-17
Up to end_of_2010,18383,SN1 Comdty,1.0639186999984798,-9.185623429389618e-07,0.9232945607852765,0.00018355273391723603,-0.22657635865183032,0.10279266435973468
Up to end_of_2010,18441,SN1 Comdty,12.10929540935518,0.00025007527273584687,5.07025436901738e-24,0.3327863539152657,0.6528825406180105,2.2947555702089272e-32
Up to end_of_2010,18465,SN1 Comdty,3031.640529985257,-0.043369143168139154,2.276777635187764e-24,0.3612206382125256,-0.7784524234334815,8.04212977531728e-49
Up to end_of_2010,18494,SN1 Comdty,31.895690101578147,0.0006948882705725386,2.0491110297853747e-54,0.6242142769608505,0.6318255776876367,3.7566073715103003e-29
Up to end_of_2010,18498,SN1 Comdty,25.408466854625683,0.0012145750789729968,6.355332139150745e-31,0.6793505644383879,0.6286176620220287,1.506951056134282e-14
Up to end_of_2010,18624,SN1 Comdty,2.4446097794707087,2.8041946120027512e-05,6.266406639778805e-14,0.2041391937673419,0.6083987726366037,1.3301785505075717e-26
Up to end_of_2010,18675,SN1 Comdty,0.7727692216388192,2.2918790353060728e-05,1.4040733340340606e-17,0.27397300295143723,0.22121096829288955,0.0007288130239305497
Up to end_of_2010,18699,SN1 Comdty,-0.16997645372443643,8.414809011812907e-06,3.1739225457971635e-21,0.5040402747399877,0.6309304210448674,8.578006501868401e-16
Up to end_of_2010,18732,SN1 Comdty,-0.7560471217364442,0.0006106895735807663,1.18190858278473e-87,0.7910653028961885,0.9195600944961704,3.234063178087584e-104
Up to end_of_2010,18745,SN1 Comdty,0.9988517885121597,-5.8521743506622925e-06,1.4937173680664368e-11,0.16503054650589777,-0.5798883522531303,2.601258346355831e-24
Up to end_of_2010,18792,SN1 Comdty,1.1833308774046627,3.263374095674475e-05,1.648936089476581e-37,0.5071702925465645,0.5554942098556784,2.4015929215481352e-20
Up to end_of_2010,18875,SN1 Comdty,2.0277104523295075,0.00010197385573844069,2.041289425664164e-55,0.6267022601734474,0.7978468926431371,7.14131771239948e-57
Up to end_of_2010,18938,SN1 Comdty,1381.7325221490166,0.00517625406489899,0.00016431931989742174,0.054898475064538044,0.3231103439894272,1.3938298383330965e-07
Up to end_of_2010,19000,SN1 Comdty,6.502295095474947,0.0006095941317889333,9.63731651657507e-74,0.7775310351446401,0.6523894840003948,2.665096128032749e-28
Up to end_of_2010,19094,SN1 Comdty,0.4570086644530712,-8.326408774159022e-06,5.34138836124541e-20,0.6561381737553649,-0.9387361039902551,2.691904534971069e-38
Up to end_of_2010,19318,SN1 Comdty,0.13598018858314442,1.1928510558472702e-06,0.0005876697306034899,0.3822902310759869,0.6602535430872792,0.0001785015694494609
Up to end_of_2010,19402,SN1 Comdty,-0.0009982399870222957,2.2337833714603136e-05,1.0881127440725055e-18,0.2747125566101064,0.4089348116566197,2.7074315541671624e-11
Up to end_of_2010,19507,SN1 Comdty,-0.025711621166226876,2.3107189246481786e-06,2.11640434650033e-41,0.6797068475580095,0.8628617902696707,2.8149713296085754e-49
Up to end_of_2010,19518,SN1 Comdty,1.8295193952503621,3.347737191032012e-05,5.944503544887957e-16,0.24087409490727152,0.5683045665145027,6.269533267169467e-22
Up to end_of_2010,19570,SN1 Comdty,75.07587952491254,0.0002982056660173597,0.3172533302634535,0.012822992857099202,0.15793668468835273,0.16175458506675658
Up to end_of_2010,19582,SN1 Comdty,10.61439204986331,-6.988600889737867e-05,0.6250601041015026,0.06529098302030723,-0.6571428571428573,0.15617492711370237
Up to end_of_2010,19649,SN1 Comdty,-0.31430161701570125,3.752245788980137e-05,1.5345200411860474e-37,0.5120316291864095,0.7263757622845097,3.672082538133968e-39
Up to end_of_2010,19713,SN1 Comdty,0.007674722084106812,1.9340339456153684e-08,0.838506276126991,0.0003724494651863308,-0.5004325559806424,1.4310754826535275e-08
Up to end_of_2010,19730,SN1 Comdty,0.6249239906317096,-1.3421006701214728e-05,3.80276736958183e-18,0.2635780992353486,-0.899164492640319,1.2578977220086888e-90
Up to end_of_2010,19849,SN1 Comdty,9.199484529932153,6.297822611098998e-05,4.579719283586832e-32,0.430801208146365,0.5235124825349843,6.346988872895376e-19
Up to end_of_2010,19927,SN1 Comdty,2.4570676985605515,2.1767114072307878e-05,2.5918533200494734e-05,0.06927144023323262,0.4445092198003053,1.7518816442791242e-13
Up to end_of_2010,20011,SN1 Comdty,18.35067146389142,-9.903169113924896e-05,0.0017102349046429458,0.03943471433251755,0.012907063647011208,0.8400497321193208
Up to end_of_2010,20019,SN1 Comdty,0.5657218988291955,4.2743751134396996e-07,0.7135664086960891,0.0005464651752805638,-0.011919396531126947,0.8515468182777204
Up to end_of_2010,20088,SN1 Comdty,2.9997996002149994,-1.058970080482689e-05,7.360507551327942e-05,0.061765289734266315,-0.23822636197363856,0.00014763456220712951
Up to end_of_2010,20115,SN1 Comdty,3.1683947288812266,-1.4682738635974165e-05,1.1938195864479622e-07,0.10748679639644776,-0.47526383660436056,1.9523219752628194e-15
Up to end_of_2010,20116,SN1 Comdty,0.13868264260987398,2.664891628498929e-05,3.2326491433408573e-96,0.8274350768368437,0.818031056426871,2.8969949469950468e-61
Up to end_of_2010,20126,SN1 Comdty,0.782065392939872,9.941788492036962e-06,1.8044938054216588e-06,0.08831769435033099,-0.11588473652467249,0.06791287711730518
Up to end_of_2010,20232,SN1 Comdty,0.1814342639002059,-2.4366343010153e-07,0.2639045161548126,0.005050709978949075,-0.3436636392479433,2.6052400943625927e-08
Up to end_of_2010,20235,SN1 Comdty,3.633492985296923,-5.518725986849052e-05,1.225289137898638e-34,0.45732925284298775,-0.6853255893132103,7.057400301591279e-36
Up to end_of_2010,20430,SN1 Comdty,521.387980964009,-0.0011182685516649034,0.022912522104778146,0.02164432805726557,-0.34609412392455263,3.948616957768865e-08
Up to end_of_2010,20534,SN1 Comdty,0.05921022459621471,-6.286778815983461e-07,0.008441226648102877,0.027100632811507985,-0.04693272396636577,0.45555585941316334
Up to end_of_2010,20779,SN1 Comdty,0.1531339906548126,-5.942949205767665e-09,0.9905865337613555,5.512858088918549e-07,-0.30282097234208327,8.303290755029643e-07
Up to end_of_2010,20823,SN1 Comdty,7.827645842959292,-3.647175958088946e-06,0.7871458515573254,0.00029694146212555506,-0.10188698765464708,0.10947003739307587
Up to end_of_2010,20904,SN1 Comdty,286.43034075113974,0.002601602794816242,1.329399484238314e-05,0.07614156214551382,0.17050699438380112,0.007855307832396356
Up to end_of_2010,20935,SN1 Comdty,-0.8058034201632405,5.404256581976441e-05,6.812949358343812e-70,0.7096500573064768,0.8054495462209573,2.0588370664547715e-59
Up to end_of_2010,21004,SN1 Comdty,0.8708521301467724,1.3668292327083791e-05,2.4978453843274557e-29,0.3938337722996629,0.7756278966766061,1.777297377989503e-52
Up to end_of_2010,21019,SN1 Comdty,16.222126583636793,0.0003634065942292923,1.3997220420760273e-101,0.836804054775067,0.6828618537290341,2.3267720743212105e-36
Up to end_of_2010,21238,SN1 Comdty,171.64890646820803,-0.0012245662382380554,3.5786024391649946e-14,0.2122759299667798,-0.4938813042014958,2.393230136683892e-16
Up to end_of_2010,21352,SN1 Comdty,0.21843341362725938,-1.6706118897020425e-06,9.459743199672155e-19,0.3836591739117955,-0.30671594748166775,6.481743345935043e-05
