gvkey,dropped_rows,592,594,598,918,2121,2177,2262,134896,135149,135153,135155,136169,136966,137439,148429,156602,159196,200380,201525,201723,201747,201782,201955,201969,202074,202150,202215,202600,202604,202605,202621,202641,202642,202661,202664,202811,202813
1075,166,-3.745299499481118e-14,-3.8127987136353705e-14,-3.857058847551997e-14,-1.7216309345406448e-10,-1.986445699084431e-15,-4.225557440252499e-17,-3.601420598390339e-14,-2.1522334693533365e-14,-4.385479398229107e-12,-4.030384245074653e-11,2.0871345862963343e-11,-3.4954063007276457e-15,-1.0182900073029515e-12,-2.5691583303271215e-14,-3.494366160599207e-15,-7.525211034225796e-14,-5.290087461006617e-12,-5.679196003882256e-17,-1.4269181680094857e-14,-2.24463220530706e-14,-1.736998866741644e-12,-1.2086166037004378e-11,-2.985149165663686e-12,-2.982153719546338e-12,-3.506666595551181e-14,-2.399712644878043e-14,-1.1340827748616939e-13,-7.50612514742135e-14,-3.0536904923030865e-15,-4.921395957087981e-14,-1.3394632177930284e-12,-5.516400270719729e-16,-3.383161542463534e-12,-4.775848182279274e-13,-3.230497146845204e-14,-1.8051487829884626e-14,-1.6876991031852274e-14
1076,102,-2.5882291022466913e-12,-2.634875152978857e-12,-2.665461589841643e-12,-1.1897513907048953e-08,3.0175586469210155e-15,-2.9201164663543736e-15,-2.488800055504106e-12,-1.487323857808083e-12,-3.030632238457313e-10,-2.7852399515173638e-09,1.4423365814443869e-09,-2.4155377461732095e-13,-7.037001531639524e-11,-1.7754442227535735e-12,-2.414818946261164e-13,-5.200377220041226e-12,-3.6557712732747356e-10,-3.924668875396896e-15,-9.860869950468917e-13,-1.5511769882276576e-12,-1.2003715639011478e-10,-8.352273743636484e-10,-2.0629191193365165e-10,-2.0608490843990666e-10,-2.423319292819549e-12,-1.6583469766325625e-12,-7.837199782453053e-12,-5.1871877147227435e-12,-2.110285332994795e-13,-3.400983083348471e-12,-9.256503203981466e-11,-3.812167150378764e-14,-2.3379698106981093e-10,-3.3004007436528085e-11,-2.232469454405809e-12,-1.2474672892415773e-12,-1.1663024373084636e-12
1209,166,2.8017924116346036e-12,2.8522873816742278e-12,2.885397606200587e-12,1.2879216972387085e-08,1.02162563237886e-14,3.1610648954658394e-15,2.6941591467053693e-12,1.6100478488678458e-12,3.2806996879811754e-10,3.015059275072691e-09,-1.5613485241338953e-09,2.6148517228904703e-13,7.617647709352072e-11,1.9219419742530605e-12,2.6140736124298065e-13,5.6294774755840256e-12,3.9574210038985526e-10,4.2485062329751526e-15,1.0674522813818539e-12,1.6791697114238877e-12,1.2994181759106255e-10,9.041447364339421e-10,2.233137371554793e-10,2.230896531215532e-10,2.623275350584685e-12,1.7951826486879845e-12,8.483872953858493e-12,5.615199660732714e-12,2.284411927536319e-13,3.681609401096809e-12,1.0020287776176244e-10,4.126721620024623e-14,2.53088340153443e-10,3.57272768121363e-11,2.4166778633044854e-12,1.3503999246919582e-12,1.2625378934521572e-12
1327,164,2.4324960802219114e-12,2.4763354511127955e-12,2.505081510614296e-12,1.1181643818996609e-08,-7.049431947440123e-15,2.744413874346827e-15,2.3390496514449836e-12,1.3978319967881922e-12,2.848279943318187e-10,2.6176528417297705e-09,-1.3555515922755166e-09,2.270195514799669e-13,6.613587115364052e-11,1.6686162398652853e-12,2.2695199648775255e-13,4.8874719755082765e-12,3.4358045370518345e-10,3.688522645574839e-15,9.267544160321054e-13,1.4578431021886272e-12,1.1281455422415252e-10,7.849719765804528e-10,1.938793852230895e-10,1.936848370717339e-10,2.277508847958162e-12,1.5585647023069274e-12,7.365637660972562e-12,4.875076079040152e-12,1.983310054045694e-13,3.1963468813347576e-12,8.699541992129467e-11,3.5827901179212754e-14,2.197294820332461e-10,3.10181655291959e-11,2.0981423910052897e-12,1.1724075309450557e-12,1.0961263454782057e-12
1410,150,1.417207764281973e-11,1.4427492224215776e-11,1.4594970967755274e-11,6.514589094947787e-08,-2.3570315543167678e-14,1.598935629435587e-14,1.3627645092716583e-11,8.143973489277865e-12,1.659449519092691e-09,1.5250827993752222e-08,-7.897641673824697e-09,1.3226490830434089e-12,3.853172502869558e-10,9.721602061238726e-12,1.322255497786435e-12,2.847512597335396e-11,2.001749933352753e-09,2.1489871965431168e-14,5.399406661585518e-12,8.493606959227491e-12,6.572740793723822e-10,4.573361449577702e-09,1.1295696314022809e-09,1.1284361654416585e-09,1.3269099378169427e-11,9.080425720840765e-12,4.291328141036753e-11,2.8402905669022478e-11,1.155505421129262e-12,1.8622384037522815e-11,5.06848029774343e-10,2.0873858807813909e-13,1.280176073092628e-09,1.8071636529728487e-10,1.2224084187755597e-11,6.830617608257008e-12,6.386192274168262e-12
1598,157,-3.473852424676099e-13,-3.53645951626263e-13,-3.5775118202365014e-13,-1.5968527476139156e-09,3.9645631341818306e-14,-3.9193028382860973e-16,-3.3404013964022496e-13,-1.9962466171369665e-13,-4.0676341753280894e-11,-3.7382751590698357e-10,1.935865888501944e-10,-3.2420706687663495e-14,-9.44487673519306e-12,-2.382954125947559e-13,-3.2411059145971437e-14,-6.979808317352395e-13,-4.9066792003512604e-11,-5.267586426987769e-16,-1.3234997998301017e-13,-2.0819485944959355e-13,-1.6111068622753518e-11,-1.1210200198554668e-10,-2.768795304249853e-11,-2.7660169582833403e-11,-3.252514854196831e-13,-2.2257893070660874e-13,-1.051888159488941e-12,-6.962105713287033e-13,-2.8323689793956093e-14,-4.564709252402068e-13,-1.2423832987302419e-11,-5.1165895967208376e-15,-3.1379610439702595e-11,-4.429710304931784e-12,-2.99636126511267e-13,-1.6743174951836942e-13,-1.5653801845531118e-13
1659,166,-2.695140668579368e-12,-2.7437135202821494e-12,-2.775563386209477e-12,-1.238896261464462e-08,-1.463411407422162e-14,-3.040737251059806e-15,-2.5916045220760637e-12,-1.5487605069608689e-12,-3.1558180805104875e-10,-2.900289413548898e-09,1.501914948354209e-09,-2.515315978229585e-13,-7.327677830495324e-11,-1.8487822138246956e-12,-2.5145674869643243e-13,-5.415188371663223e-12,-3.806779633639759e-10,-4.086784546083811e-15,-1.0268191331280392e-12,-1.6152512084451367e-12,-1.2499551204597498e-10,-8.697279781778705e-10,-2.1481317900673233e-10,-2.1459762485271802e-10,-2.523418955981055e-12,-1.7268480505520523e-12,-8.160929742708617e-12,-5.40145404955411e-12,-2.19745455235175e-13,-3.5414669486278557e-12,-9.638860104087937e-11,-3.969635730274184e-14,-2.4345439564269215e-10,-3.436729870283414e-11,-2.324685713759709e-12,-1.2989962214083085e-12,-1.214478705893975e-12
1661,18,-6.60839437121164e-13,-6.727493371694959e-13,-6.805588172894816e-13,-3.037732010142563e-09,5.682557543706252e-15,-7.455785580471331e-16,-6.354527218471017e-13,-3.7975087296472945e-13,-7.737959907973523e-11,-7.111412201534775e-10,3.6826449938060666e-10,-6.167470272011087e-14,-1.7967219853733395e-11,-4.5331518751030096e-13,-6.165634996575595e-14,-1.327785995423163e-12,-9.33409576601102e-11,-1.002065840405673e-15,-2.517726016581347e-13,-3.9605416958098895e-13,-3.0648479608552085e-11,-2.132543782401528e-10,-5.267146978857226e-11,-5.261861663420126e-11,-6.187338501223011e-13,-4.234173402836187e-13,-2.0010325547870205e-12,-1.3244183857849882e-12,-5.388084734889458e-14,-8.683557976021299e-13,-2.3634161140216256e-11,-9.733413443499613e-15,-5.96941998823426e-11,-8.426746178754542e-12,-5.700051268101348e-13,-3.185095092756148e-13,-2.977860984233663e-13
1678,166,-6.888205107347384e-13,-7.012346963495335e-13,-7.093748432333904e-13,-3.1663547862943417e-09,-4.426005214384559e-15,-7.771476311809543e-16,-6.623588784550705e-13,-3.9583017534030555e-13,-8.065598383586267e-11,-7.41252157414219e-10,3.83857449025387e-10,-6.428611526598417e-14,-1.872798271550673e-11,-4.725093289602865e-13,-6.426698542457632e-14,-1.3840067286209716e-12,-9.729317367618132e-11,-1.0444950243654563e-15,-2.6243308483270456e-13,-4.128237814587073e-13,-3.19461887280423e-11,-2.222839338640354e-10,-5.490167003192608e-11,-5.4846578984475344e-11,-6.449321010664754e-13,-4.4134555573306537e-13,-2.085759700404024e-12,-1.3804965286228441e-12,-5.616225470951709e-14,-9.051234693400631e-13,-2.4634872002054818e-11,-1.014554283951298e-14,-6.222175454597299e-11,-8.783549044784225e-12,-5.941401201495563e-13,-3.3199574742219726e-13,-3.103948718607424e-13
