Commodity,Date,Open
PL1 Comdty,16/11/2016,940.1
PL1 Comdty,17/11/2016,946.7
PL1 Comdty,18/11/2016,935.3
PL1 Comdty,21/11/2016,924
PL1 Comdty,22/11/2016,941
PL1 Comdty,23/11/2016,941.2
PL1 Comdty,25/11/2016,932.1
PL1 Comdty,28/11/2016,907.6
PL1 Comdty,29/11/2016,925.7
PL1 Comdty,30/11/2016,921.1
PL1 Comdty,01/12/2016,912.8
PL1 Comdty,02/12/2016,916.8
PL1 Comdty,05/12/2016,931.7
PL1 Comdty,06/12/2016,938.3
PL1 Comdty,07/12/2016,935.2
PL1 Comdty,08/12/2016,942.4
PL1 Comdty,09/12/2016,938.1
PL1 Comdty,12/12/2016,913.5
PL1 Comdty,13/12/2016,933.5
PL1 Comdty,14/12/2016,936.6
PL1 Comdty,15/12/2016,924
PL1 Comdty,16/12/2016,895.8
PL1 Comdty,19/12/2016,926.3
PL1 Comdty,20/12/2016,917.3
PL1 Comdty,21/12/2016,921.1
PL1 Comdty,22/12/2016,917.5
PL1 Comdty,23/12/2016,907.1
PL1 Comdty,27/12/2016,898
PL1 Comdty,28/12/2016,905.2
PL1 Comdty,29/12/2016,900.7
PL1 Comdty,30/12/2016,899.9
PL1 Comdty,03/01/2017,911.4
PL1 Comdty,04/01/2017,926
PL1 Comdty,05/01/2017,952
PL1 Comdty,06/01/2017,965.6
PL1 Comdty,09/01/2017,970.3
PL1 Comdty,10/01/2017,970.5
PL1 Comdty,11/01/2017,970.5
PL1 Comdty,12/01/2017,988
PL1 Comdty,13/01/2017,981.3
PL1 Comdty,17/01/2017,988.3
PL1 Comdty,20/01/2017,963.3
PL1 Comdty,24/01/2017,982.5
PL1 Comdty,25/01/2017,991.9
PL1 Comdty,26/01/2017,977.1
PL1 Comdty,30/01/2017,988.5
PL1 Comdty,31/01/2017,991.8
PL1 Comdty,01/02/2017,997.1
PL1 Comdty,02/02/2017,1001.2
PL1 Comdty,03/02/2017,1003.9
PL1 Comdty,06/02/2017,1005.7
PL1 Comdty,07/02/2017,1018
PL1 Comdty,08/02/2017,1009.2
PL1 Comdty,09/02/2017,1019.6
PL1 Comdty,10/02/2017,1017.4
PL1 Comdty,13/02/2017,1012
PL1 Comdty,14/02/2017,1001.1
PL1 Comdty,15/02/2017,1004.6
PL1 Comdty,16/02/2017,1014.5
PL1 Comdty,17/02/2017,1016.5
PL1 Comdty,21/02/2017,1006.5
PL1 Comdty,22/02/2017,1005.9
PL1 Comdty,23/02/2017,1004.8
PL1 Comdty,24/02/2017,1012.1
PL1 Comdty,27/02/2017,1029
PL1 Comdty,28/02/2017,1032
PL1 Comdty,01/03/2017,1026.1
PL1 Comdty,02/03/2017,1018.9
PL1 Comdty,03/03/2017,988.5
PL1 Comdty,06/03/2017,1001.3
PL1 Comdty,07/03/2017,980.6
PL1 Comdty,08/03/2017,962.3
PL1 Comdty,09/03/2017,949
PL1 Comdty,10/03/2017,937.5
PL1 Comdty,13/03/2017,944
PL1 Comdty,14/03/2017,940.5
PL1 Comdty,15/03/2017,938.5
PL1 Comdty,16/03/2017,955
PL1 Comdty,17/03/2017,958.8
PL1 Comdty,20/03/2017,967.8
PL1 Comdty,21/03/2017,971.6
PL1 Comdty,22/03/2017,971.5
PL1 Comdty,23/03/2017,964
PL1 Comdty,24/03/2017,962.5
PL1 Comdty,27/03/2017,964.8
PL1 Comdty,28/03/2017,970
PL1 Comdty,29/03/2017,955
PL1 Comdty,30/03/2017,954.1
PL1 Comdty,31/03/2017,949.3
PL1 Comdty,03/04/2017,953.1
PL1 Comdty,04/04/2017,958.9
PL1 Comdty,05/04/2017,960.3
PL1 Comdty,06/04/2017,953.9
PL1 Comdty,10/04/2017,947.4
PL1 Comdty,11/04/2017,943.5
PL1 Comdty,12/04/2017,966.4
PL1 Comdty,13/04/2017,973
PL1 Comdty,17/04/2017,976.2
PL1 Comdty,18/04/2017,983.1
PL1 Comdty,19/04/2017,976.6
PL1 Comdty,20/04/2017,974
PL1 Comdty,21/04/2017,975
PL1 Comdty,26/04/2017,952.5
PL1 Comdty,27/04/2017,952.3
PL1 Comdty,28/04/2017,946.1
PL1 Comdty,01/05/2017,948.8
PL1 Comdty,02/05/2017,933.7
PL1 Comdty,03/05/2017,927.3
PL1 Comdty,04/05/2017,898.8
PL1 Comdty,05/05/2017,904.7
PL1 Comdty,08/05/2017,912
PL1 Comdty,09/05/2017,919.4
PL1 Comdty,10/05/2017,905.3
PL1 Comdty,11/05/2017,912.5
PL1 Comdty,12/05/2017,917.7
PL1 Comdty,15/05/2017,922
PL1 Comdty,16/05/2017,930.2
PL1 Comdty,17/05/2017,942.1
PL1 Comdty,18/05/2017,946.2
PL1 Comdty,19/05/2017,932.6
PL1 Comdty,22/05/2017,943.7
PL1 Comdty,23/05/2017,949.8
PL1 Comdty,24/05/2017,947.3
PL1 Comdty,25/05/2017,951.4
PL1 Comdty,26/05/2017,948.7
PL1 Comdty,30/05/2017,963.1
PL1 Comdty,31/05/2017,940.7
PL1 Comdty,01/06/2017,951.3
PL1 Comdty,02/06/2017,932
PL1 Comdty,05/06/2017,957.4
PL1 Comdty,06/06/2017,955.7
PL1 Comdty,07/06/2017,962.1
PL1 Comdty,08/06/2017,945.8
PL1 Comdty,09/06/2017,939.4
PL1 Comdty,12/06/2017,942.2
PL1 Comdty,13/06/2017,944.3
PL1 Comdty,14/06/2017,925
PL1 Comdty,15/06/2017,937.3
PL1 Comdty,16/06/2017,922
PL1 Comdty,19/06/2017,929.5
PL1 Comdty,20/06/2017,924.6
PL1 Comdty,21/06/2017,921.4
PL1 Comdty,22/06/2017,928.3
PL1 Comdty,23/06/2017,926
PL1 Comdty,26/06/2017,928.9
PL1 Comdty,27/06/2017,917.6
PL1 Comdty,28/06/2017,919.2
PL1 Comdty,29/06/2017,920.9
PL1 Comdty,30/06/2017,919
PL1 Comdty,03/07/2017,929.3
PL1 Comdty,05/07/2017,905.8
PL1 Comdty,06/07/2017,906.5
PL1 Comdty,07/07/2017,907.3
PL1 Comdty,10/07/2017,899.4
PL1 Comdty,11/07/2017,900.3
PL1 Comdty,12/07/2017,901.9
PL1 Comdty,13/07/2017,917.9
PL1 Comdty,14/07/2017,904.1
PL1 Comdty,17/07/2017,927.5
PL1 Comdty,18/07/2017,926.4
PL1 Comdty,19/07/2017,924.5
PL1 Comdty,20/07/2017,920
PL1 Comdty,25/07/2017,929.3
PL1 Comdty,28/07/2017,926
PL1 Comdty,31/07/2017,938
PL1 Comdty,01/08/2017,943.1
PL1 Comdty,02/08/2017,947.5
PL1 Comdty,03/08/2017,951.5
PL1 Comdty,04/08/2017,965.8
PL1 Comdty,07/08/2017,969.5
PL1 Comdty,08/08/2017,970.8
PL1 Comdty,09/08/2017,975.7
PL1 Comdty,10/08/2017,979.7
PL1 Comdty,11/08/2017,986.1
PL1 Comdty,14/08/2017,989.5
PL1 Comdty,15/08/2017,972.8
PL1 Comdty,16/08/2017,965.7
PL1 Comdty,17/08/2017,983.5
PL1 Comdty,18/08/2017,978.5
PL1 Comdty,21/08/2017,982.3
PL1 Comdty,22/08/2017,985.7
PL1 Comdty,23/08/2017,980.6
PL1 Comdty,24/08/2017,981.3
PL1 Comdty,25/08/2017,982.4
PL1 Comdty,28/08/2017,977.3
PL1 Comdty,29/08/2017,992.8
PL1 Comdty,30/08/2017,997.3
PL1 Comdty,31/08/2017,993.5
PL1 Comdty,01/09/2017,1003
PL1 Comdty,05/09/2017,1012
PL1 Comdty,06/09/2017,1009.4
PL1 Comdty,07/09/2017,1007.6
PL1 Comdty,08/09/2017,1020.8
PL1 Comdty,11/09/2017,1005
PL1 Comdty,12/09/2017,993.8
PL1 Comdty,13/09/2017,992.6
PL1 Comdty,14/09/2017,982.5
PL1 Comdty,15/09/2017,986.5
PL1 Comdty,18/09/2017,968.5
PL1 Comdty,19/09/2017,962.6
PL1 Comdty,20/09/2017,953.5
PL1 Comdty,21/09/2017,944.2
PL1 Comdty,22/09/2017,939.7
PL1 Comdty,25/09/2017,933.8
PL1 Comdty,26/09/2017,941.2
PL1 Comdty,27/09/2017,924
PL1 Comdty,28/09/2017,921.3
PL1 Comdty,29/09/2017,922
PL1 Comdty,02/10/2017,910
PL1 Comdty,03/10/2017,910.8
PL1 Comdty,04/10/2017,912.6
PL1 Comdty,05/10/2017,910
PL1 Comdty,06/10/2017,911.6
PL1 Comdty,09/10/2017,913.5
PL1 Comdty,10/10/2017,931.9
PL1 Comdty,11/10/2017,932.2
PL1 Comdty,13/10/2017,938.8
PL1 Comdty,16/10/2017,940
PL1 Comdty,17/10/2017,934.5
PL1 Comdty,18/10/2017,930
PL1 Comdty,19/10/2017,918.6
PL1 Comdty,20/10/2017,921.1
PL1 Comdty,24/10/2017,921.2
PL1 Comdty,26/10/2017,920.2
PL1 Comdty,30/10/2017,916.9
PL1 Comdty,31/10/2017,922.3
PL1 Comdty,01/11/2017,920.8
PL1 Comdty,02/11/2017,935.4
PL1 Comdty,03/11/2017,927.1
PL1 Comdty,06/11/2017,922.1
PL1 Comdty,07/11/2017,937.9
PL1 Comdty,08/11/2017,925.2
PL1 Comdty,09/11/2017,933.7
PL1 Comdty,10/11/2017,939.9
PL1 Comdty,13/11/2017,930.7
PL1 Comdty,14/11/2017,934.7
PL1 Comdty,15/11/2017,927.8
PL1 Comdty,16/11/2017,932.9
PL1 Comdty,17/11/2017,934.4
PL1 Comdty,20/11/2017,954.2
PL1 Comdty,21/11/2017,926.2
PL1 Comdty,22/11/2017,935.8
PL1 Comdty,24/11/2017,941.1
PL1 Comdty,27/11/2017,944.9
PL1 Comdty,28/11/2017,950.6
PL1 Comdty,29/11/2017,951.5
PL1 Comdty,30/11/2017,941.4
PL1 Comdty,01/12/2017,944.4
PL1 Comdty,04/12/2017,938.4
PL1 Comdty,05/12/2017,927.6
PL1 Comdty,06/12/2017,917
PL1 Comdty,07/12/2017,901.4
PL1 Comdty,08/12/2017,894.5
PL1 Comdty,11/12/2017,890
PL1 Comdty,12/12/2017,887.4
PL1 Comdty,13/12/2017,880.6
PL1 Comdty,14/12/2017,886.9
PL1 Comdty,15/12/2017,881.9
PL1 Comdty,18/12/2017,892.7
PL1 Comdty,19/12/2017,911
PL1 Comdty,20/12/2017,915.3
PL1 Comdty,21/12/2017,920.6
PL1 Comdty,22/12/2017,917.8
PL1 Comdty,26/12/2017,919.8
PL1 Comdty,27/12/2017,924.5
PL1 Comdty,28/12/2017,923.2
PL1 Comdty,29/12/2017,926.9
PL1 Comdty,02/01/2018,937.9
PL1 Comdty,03/01/2018,941.5
PL1 Comdty,04/01/2018,955.5
PL1 Comdty,05/01/2018,963
PL1 Comdty,08/01/2018,970.8
PL1 Comdty,11/01/2018,986.9
PL1 Comdty,12/01/2018,992
PL1 Comdty,17/01/2018,1004.7
PL1 Comdty,18/01/2018,1004.5
PL1 Comdty,19/01/2018,1012.4
PL1 Comdty,22/01/2018,997
PL1 Comdty,25/01/2018,1022.6
PL1 Comdty,30/01/2018,1010.6
PL1 Comdty,31/01/2018,1000.6
PL1 Comdty,01/02/2018,1006
PL1 Comdty,02/02/2018,1011.4
PL1 Comdty,05/02/2018,994.7
PL1 Comdty,06/02/2018,993.8
PL1 Comdty,07/02/2018,994.5
PL1 Comdty,08/02/2018,983.2
PL1 Comdty,09/02/2018,976.9
PL1 Comdty,12/02/2018,966
PL1 Comdty,13/02/2018,973.1
PL1 Comdty,14/02/2018,976.2
PL1 Comdty,15/02/2018,998.6
PL1 Comdty,16/02/2018,1004.1
PL1 Comdty,20/02/2018,1009.1
PL1 Comdty,21/02/2018,1002.9
PL1 Comdty,22/02/2018,992.1
PL1 Comdty,23/02/2018,999.8
PL1 Comdty,26/02/2018,998.1
PL1 Comdty,27/02/2018,1001.8
PL1 Comdty,28/02/2018,985.4
PL1 Comdty,01/03/2018,986.4
PL1 Comdty,02/03/2018,968
PL1 Comdty,05/03/2018,968.4
PL1 Comdty,06/03/2018,963.3
PL1 Comdty,07/03/2018,971
PL1 Comdty,08/03/2018,954.1
PL1 Comdty,09/03/2018,954.8
PL1 Comdty,12/03/2018,967.4
PL1 Comdty,13/03/2018,964.4
PL1 Comdty,14/03/2018,967.3
PL1 Comdty,15/03/2018,962.9
PL1 Comdty,16/03/2018,955
PL1 Comdty,19/03/2018,950.4
PL1 Comdty,20/03/2018,954.8
PL1 Comdty,21/03/2018,944.5
PL1 Comdty,22/03/2018,958.2
PL1 Comdty,23/03/2018,949.6
PL1 Comdty,26/03/2018,948.6
PL1 Comdty,27/03/2018,952.6
PL1 Comdty,28/03/2018,944.9
PL1 Comdty,29/03/2018,938
PL1 Comdty,02/04/2018,934.3
PL1 Comdty,03/04/2018,933.9
PL1 Comdty,05/04/2018,908.7
PL1 Comdty,06/04/2018,907.5
PL1 Comdty,10/04/2018,931.7
PL1 Comdty,11/04/2018,929.5
PL1 Comdty,18/04/2018,942.2
PL1 Comdty,19/04/2018,947.8
PL1 Comdty,20/04/2018,925.9
PL1 Comdty,23/04/2018,919.3
PL1 Comdty,26/04/2018,907.6
PL1 Comdty,27/04/2018,909.6
PL1 Comdty,30/04/2018,916.4
PL1 Comdty,01/05/2018,906
PL1 Comdty,02/05/2018,895.6
PL1 Comdty,03/05/2018,896.7
PL1 Comdty,04/05/2018,904.4
PL1 Comdty,07/05/2018,912.8
PL1 Comdty,08/05/2018,913
PL1 Comdty,09/05/2018,914.7
PL1 Comdty,10/05/2018,915.9
PL1 Comdty,11/05/2018,928.2
PL1 Comdty,14/05/2018,923.5
PL1 Comdty,15/05/2018,911
PL1 Comdty,16/05/2018,897.9
PL1 Comdty,17/05/2018,891.9
PL1 Comdty,18/05/2018,892.1
PL1 Comdty,21/05/2018,887.3
PL1 Comdty,22/05/2018,901.4
PL1 Comdty,23/05/2018,906.8
PL1 Comdty,24/05/2018,903.3
PL1 Comdty,25/05/2018,911.2
PL1 Comdty,29/05/2018,899.9
PL1 Comdty,30/05/2018,905.6
PL1 Comdty,31/05/2018,909.4
PL1 Comdty,01/06/2018,906.5
PL1 Comdty,04/06/2018,904.6
PL1 Comdty,05/06/2018,902
PL1 Comdty,06/06/2018,901.9
PL1 Comdty,07/06/2018,906.8
PL1 Comdty,08/06/2018,900.7
PL1 Comdty,11/06/2018,908.6
PL1 Comdty,12/06/2018,905.5
PL1 Comdty,13/06/2018,900.1
PL1 Comdty,14/06/2018,905
PL1 Comdty,15/06/2018,906.4
PL1 Comdty,18/06/2018,887
PL1 Comdty,19/06/2018,884.3
PL1 Comdty,20/06/2018,868.8
PL1 Comdty,21/06/2018,871.4
PL1 Comdty,22/06/2018,863.5
PL1 Comdty,25/06/2018,876.5
PL1 Comdty,26/06/2018,868.8
PL1 Comdty,27/06/2018,869
PL1 Comdty,28/06/2018,858.8
PL1 Comdty,29/06/2018,849.7
PL1 Comdty,02/07/2018,838.9
PL1 Comdty,03/07/2018,817
PL1 Comdty,05/07/2018,838
PL1 Comdty,06/07/2018,843.5
PL1 Comdty,09/07/2018,853.5
PL1 Comdty,10/07/2018,851
PL1 Comdty,11/07/2018,837
PL1 Comdty,13/07/2018,826.9
PL1 Comdty,16/07/2018,820.8
PL1 Comdty,19/07/2018,814.4
PL1 Comdty,20/07/2018,825.5
PL1 Comdty,26/07/2018,826.5
PL1 Comdty,27/07/2018,827.5
PL1 Comdty,30/07/2018,832
PL1 Comdty,31/07/2018,831.4
PL1 Comdty,01/08/2018,840.8
PL1 Comdty,02/08/2018,818.5
PL1 Comdty,03/08/2018,824.7
PL1 Comdty,06/08/2018,832.9
PL1 Comdty,07/08/2018,824.1
PL1 Comdty,08/08/2018,832
PL1 Comdty,09/08/2018,833.6
PL1 Comdty,10/08/2018,835
PL1 Comdty,13/08/2018,830.4
PL1 Comdty,14/08/2018,804.2
PL1 Comdty,15/08/2018,802
PL1 Comdty,16/08/2018,768.3
PL1 Comdty,17/08/2018,779.8
PL1 Comdty,20/08/2018,787.9
PL1 Comdty,21/08/2018,795.9
PL1 Comdty,22/08/2018,796.7
PL1 Comdty,23/08/2018,794.3
PL1 Comdty,24/08/2018,776.7
PL1 Comdty,27/08/2018,791
PL1 Comdty,28/08/2018,803.6
PL1 Comdty,29/08/2018,790.2
PL1 Comdty,30/08/2018,798.5
PL1 Comdty,31/08/2018,790.4
PL1 Comdty,04/09/2018,786.8
PL1 Comdty,05/09/2018,777.5
PL1 Comdty,06/09/2018,784.7
PL1 Comdty,07/09/2018,791
PL1 Comdty,10/09/2018,783.1
PL1 Comdty,11/09/2018,787.1
PL1 Comdty,12/09/2018,792.3
PL1 Comdty,13/09/2018,801.7
PL1 Comdty,14/09/2018,803.4
PL1 Comdty,17/09/2018,797.2
PL1 Comdty,18/09/2018,800
PL1 Comdty,19/09/2018,813.5
PL1 Comdty,20/09/2018,824.1
PL1 Comdty,21/09/2018,835.8
PL1 Comdty,24/09/2018,827.6
PL1 Comdty,25/09/2018,828
PL1 Comdty,26/09/2018,824.3
PL1 Comdty,27/09/2018,823
PL1 Comdty,28/09/2018,809
PL1 Comdty,01/10/2018,812
PL1 Comdty,02/10/2018,818.5
PL1 Comdty,03/10/2018,832.3
PL1 Comdty,04/10/2018,830.4
PL1 Comdty,05/10/2018,821.4
PL1 Comdty,08/10/2018,821.8
PL1 Comdty,09/10/2018,819
PL1 Comdty,10/10/2018,825
PL1 Comdty,15/10/2018,844.8
PL1 Comdty,17/10/2018,839.9
PL1 Comdty,18/10/2018,829.4
PL1 Comdty,19/10/2018,833.2
PL1 Comdty,22/10/2018,833.2
PL1 Comdty,23/10/2018,821
PL1 Comdty,30/10/2018,836.5
PL1 Comdty,31/10/2018,839.4
PL1 Comdty,01/11/2018,840.9
PL1 Comdty,02/11/2018,863.2
PL1 Comdty,05/11/2018,873.2
PL1 Comdty,06/11/2018,868
PL1 Comdty,07/11/2018,873.5
PL1 Comdty,08/11/2018,876.2
PL1 Comdty,09/11/2018,868.2
PL1 Comdty,12/11/2018,855.7
PL1 Comdty,13/11/2018,844.8
PL1 Comdty,14/11/2018,841.5
PL1 Comdty,15/11/2018,838
PL1 Comdty,16/11/2018,845.3
PL1 Comdty,19/11/2018,848.5
PL1 Comdty,20/11/2018,856.5
PL1 Comdty,21/11/2018,844.9
PL1 Comdty,23/11/2018,849
PL1 Comdty,26/11/2018,842.8
PL1 Comdty,27/11/2018,846.6
PL1 Comdty,28/11/2018,836.5
PL1 Comdty,29/11/2018,827.3
PL1 Comdty,30/11/2018,822.5
PL1 Comdty,03/12/2018,801.5
PL1 Comdty,04/12/2018,809.4
PL1 Comdty,05/12/2018,805.5
PL1 Comdty,06/12/2018,802
PL1 Comdty,07/12/2018,790.8
PL1 Comdty,10/12/2018,795
PL1 Comdty,11/12/2018,784.9
PL1 Comdty,12/12/2018,785.8
PL1 Comdty,13/12/2018,804.3
PL1 Comdty,14/12/2018,796.4
PL1 Comdty,17/12/2018,787.3
PL1 Comdty,18/12/2018,795
PL1 Comdty,19/12/2018,792.2
PL1 Comdty,20/12/2018,785.9
PL1 Comdty,21/12/2018,795.9
PL1 Comdty,24/12/2018,792.4
PL1 Comdty,26/12/2018,788.5
PL1 Comdty,27/12/2018,799.4
PL1 Comdty,28/12/2018,796.7
PL1 Comdty,31/12/2018,790.2
PL1 Comdty,02/01/2019,791.9
PL1 Comdty,03/01/2019,795.7
PL1 Comdty,04/01/2019,796.6
PL1 Comdty,07/01/2019,824.2
PL1 Comdty,08/01/2019,822
PL1 Comdty,09/01/2019,821.7
PL1 Comdty,10/01/2019,822.5
PL1 Comdty,14/01/2019,801
PL1 Comdty,15/01/2019,797.6
PL1 Comdty,16/01/2019,803.2
PL1 Comdty,22/01/2019,787.3
PL1 Comdty,23/01/2019,790
PL1 Comdty,24/01/2019,789.1
PL1 Comdty,25/01/2019,800.8
PL1 Comdty,29/01/2019,810.9
PL1 Comdty,30/01/2019,817.4
PL1 Comdty,31/01/2019,820.5
PL1 Comdty,01/02/2019,824.6
PL1 Comdty,04/02/2019,829.7
PL1 Comdty,05/02/2019,823.1
PL1 Comdty,06/02/2019,821.2
PL1 Comdty,07/02/2019,808.2
PL1 Comdty,08/02/2019,800
PL1 Comdty,11/02/2019,804
PL1 Comdty,12/02/2019,787.8
PL1 Comdty,13/02/2019,792.9
PL1 Comdty,14/02/2019,787.8
PL1 Comdty,15/02/2019,789.4
PL1 Comdty,19/02/2019,809.4
PL1 Comdty,20/02/2019,821.7
PL1 Comdty,21/02/2019,829.7
PL1 Comdty,22/02/2019,825.3
PL1 Comdty,25/02/2019,846.6
PL1 Comdty,26/02/2019,856.1
PL1 Comdty,27/02/2019,863.5
PL1 Comdty,28/02/2019,871.2
PL1 Comdty,01/03/2019,872.3
PL1 Comdty,04/03/2019,864
PL1 Comdty,05/03/2019,838.5
PL1 Comdty,06/03/2019,838.5
PL1 Comdty,07/03/2019,828.3
PL1 Comdty,08/03/2019,816.4
PL1 Comdty,11/03/2019,816
PL1 Comdty,12/03/2019,819.4
PL1 Comdty,13/03/2019,836.5
PL1 Comdty,14/03/2019,843.5
PL1 Comdty,15/03/2019,825
PL1 Comdty,18/03/2019,830.2
PL1 Comdty,19/03/2019,836.5
PL1 Comdty,20/03/2019,852.9
PL1 Comdty,21/03/2019,862.6
PL1 Comdty,22/03/2019,862.4
PL1 Comdty,25/03/2019,848.4
PL1 Comdty,26/03/2019,858.5
PL1 Comdty,27/03/2019,858.8
PL1 Comdty,28/03/2019,853.4
PL1 Comdty,29/03/2019,840.9
PL1 Comdty,01/04/2019,849.9
PL1 Comdty,02/04/2019,850.1
PL1 Comdty,03/04/2019,849.7
PL1 Comdty,04/04/2019,867.9
PL1 Comdty,08/04/2019,905.5
PL1 Comdty,09/04/2019,901.2
PL1 Comdty,10/04/2019,900
PL1 Comdty,11/04/2019,890.7
PL1 Comdty,16/04/2019,882.3
PL1 Comdty,18/04/2019,894.2
PL1 Comdty,22/04/2019,907.9
PL1 Comdty,26/04/2019,897.9
PL1 Comdty,29/04/2019,903.5
PL1 Comdty,30/04/2019,899.2
PL1 Comdty,01/05/2019,891.9
PL1 Comdty,02/05/2019,869.7
PL1 Comdty,03/05/2019,853.2
PL1 Comdty,06/05/2019,873.4
PL1 Comdty,07/05/2019,878.5
PL1 Comdty,08/05/2019,872.7
PL1 Comdty,09/05/2019,863.9
PL1 Comdty,10/05/2019,852.2
PL1 Comdty,13/05/2019,866.5
PL1 Comdty,14/05/2019,854.3
PL1 Comdty,15/05/2019,857.8
PL1 Comdty,16/05/2019,848.8
PL1 Comdty,17/05/2019,835.8
PL1 Comdty,20/05/2019,819.5
PL1 Comdty,21/05/2019,815.5
PL1 Comdty,22/05/2019,817.2
PL1 Comdty,23/05/2019,804.7
PL1 Comdty,24/05/2019,800.2
PL1 Comdty,28/05/2019,806
PL1 Comdty,29/05/2019,799.1
PL1 Comdty,30/05/2019,793.4
PL1 Comdty,31/05/2019,795.8
PL1 Comdty,03/06/2019,794.2
PL1 Comdty,04/06/2019,822.3
PL1 Comdty,05/06/2019,821
PL1 Comdty,06/06/2019,804
PL1 Comdty,07/06/2019,803.3
PL1 Comdty,10/06/2019,806.5
PL1 Comdty,11/06/2019,805.6
PL1 Comdty,12/06/2019,814.6
PL1 Comdty,13/06/2019,811.3
PL1 Comdty,14/06/2019,810.9
PL1 Comdty,17/06/2019,804.5
PL1 Comdty,18/06/2019,794.1
PL1 Comdty,19/06/2019,802.9
PL1 Comdty,20/06/2019,811.6
PL1 Comdty,21/06/2019,807.7
PL1 Comdty,24/06/2019,808.4
PL1 Comdty,25/06/2019,813.6
PL1 Comdty,26/06/2019,809
PL1 Comdty,27/06/2019,814.2
PL1 Comdty,28/06/2019,814.3
PL1 Comdty,01/07/2019,830.7
PL1 Comdty,02/07/2019,830.9
PL1 Comdty,03/07/2019,830
PL1 Comdty,05/07/2019,820.8
PL1 Comdty,08/07/2019,815.7
PL1 Comdty,16/07/2019,840.7
PL1 Comdty,18/07/2019,850
PL1 Comdty,22/07/2019,845.3
PL1 Comdty,25/07/2019,880
PL1 Comdty,26/07/2019,868.8
PL1 Comdty,29/07/2019,877.7
PL1 Comdty,30/07/2019,884.9
PL1 Comdty,31/07/2019,874.9
PL1 Comdty,01/08/2019,868.2
PL1 Comdty,02/08/2019,855.7
PL1 Comdty,05/08/2019,850.9
PL1 Comdty,06/08/2019,860.1
PL1 Comdty,07/08/2019,856
PL1 Comdty,08/08/2019,868.5
PL1 Comdty,09/08/2019,868.7
PL1 Comdty,12/08/2019,863.9
PL1 Comdty,13/08/2019,860.8
PL1 Comdty,14/08/2019,856.9
PL1 Comdty,15/08/2019,847.3
PL1 Comdty,16/08/2019,843.2
PL1 Comdty,19/08/2019,852.1
PL1 Comdty,20/08/2019,855.9
PL1 Comdty,21/08/2019,852.9
PL1 Comdty,22/08/2019,854.9
PL1 Comdty,23/08/2019,860
PL1 Comdty,26/08/2019,860.1
PL1 Comdty,27/08/2019,859.3
PL1 Comdty,28/08/2019,868.5
PL1 Comdty,29/08/2019,907
PL1 Comdty,30/08/2019,919
PL1 Comdty,03/09/2019,937.5
PL1 Comdty,04/09/2019,961.2
PL1 Comdty,05/09/2019,987.7
PL1 Comdty,06/09/2019,964.6
PL1 Comdty,09/09/2019,952.7
PL1 Comdty,10/09/2019,949.9
PL1 Comdty,11/09/2019,932.9
PL1 Comdty,12/09/2019,945.3
PL1 Comdty,13/09/2019,952.6
PL1 Comdty,16/09/2019,958.5
PL1 Comdty,17/09/2019,940.2
PL1 Comdty,18/09/2019,942.5
PL1 Comdty,19/09/2019,933.8
PL1 Comdty,20/09/2019,939.1
PL1 Comdty,23/09/2019,944.1
PL1 Comdty,24/09/2019,958.7
PL1 Comdty,25/09/2019,955.5
PL1 Comdty,26/09/2019,926.6
PL1 Comdty,27/09/2019,933.3
PL1 Comdty,30/09/2019,934.2
PL1 Comdty,01/10/2019,879.5
PL1 Comdty,02/10/2019,878.7
PL1 Comdty,03/10/2019,887.5
PL1 Comdty,08/10/2019,890
PL1 Comdty,16/10/2019,879.3
PL1 Comdty,18/10/2019,887.2
PL1 Comdty,21/10/2019,896.2
PL1 Comdty,23/10/2019,916
PL1 Comdty,24/10/2019,924.7
PL1 Comdty,28/10/2019,929
PL1 Comdty,30/10/2019,924.2
PL1 Comdty,31/10/2019,930.8
PL1 Comdty,01/11/2019,937.3
PL1 Comdty,04/11/2019,955.6
PL1 Comdty,05/11/2019,941.6
PL1 Comdty,06/11/2019,932.9
PL1 Comdty,07/11/2019,933
PL1 Comdty,08/11/2019,913.8
PL1 Comdty,11/11/2019,889.6
PL1 Comdty,12/11/2019,877.7
PL1 Comdty,13/11/2019,870.5
PL1 Comdty,14/11/2019,877.7
PL1 Comdty,15/11/2019,883.6
PL1 Comdty,18/11/2019,892.3
PL1 Comdty,19/11/2019,896.7
PL1 Comdty,20/11/2019,913.1
PL1 Comdty,21/11/2019,920.6
PL1 Comdty,22/11/2019,918.4
PL1 Comdty,25/11/2019,893.9
PL1 Comdty,26/11/2019,900.4
PL1 Comdty,27/11/2019,911.8
PL1 Comdty,29/11/2019,897.7
PL1 Comdty,02/12/2019,897.9
PL1 Comdty,03/12/2019,900.6
PL1 Comdty,04/12/2019,912
PL1 Comdty,05/12/2019,898
PL1 Comdty,06/12/2019,900.2
PL1 Comdty,09/12/2019,898.7
PL1 Comdty,10/12/2019,897.2
PL1 Comdty,11/12/2019,923.8
PL1 Comdty,12/12/2019,941.6
PL1 Comdty,13/12/2019,946.9
PL1 Comdty,16/12/2019,930.1
PL1 Comdty,17/12/2019,932.6
PL1 Comdty,18/12/2019,929.8
PL1 Comdty,19/12/2019,938
PL1 Comdty,20/12/2019,936.7
PL1 Comdty,23/12/2019,914.6
PL1 Comdty,24/12/2019,937.3
