EcoSeriesID,PeriodDate,Series_Value,DSMnemonic
594,2014-06-01,108.02,USI76...F
594,2017-08-01,99.817258883,USI76...F
594,2020-08-01,102.99740553,USI76...F
594,2014-06-01,108.02030457,USI76...F
594,2017-04-01,100.9356646,USI76...F
594,2014-02-01,108.589,USI76...F
594,2019-04-01,103.2284264,USI76...F
594,2017-10-01,102.19063734,USI76...F
594,2017-03-01,99.1675,USI76...F
594,2020-09-01,99.736040609,USI76...F
594,2015-02-01,103.71453281,USI76...F
594,2019-08-01,101.92893401,USI76...F
594,2017-04-01,99.4924,USI76...F
594,2015-07-01,101.36040609,USI76...F
594,2014-03-01,109.645,USI76...F
594,2019-08-01,104.79022373,USI76...F
594,2018-10-01,103.87817259,USI76...F
594,2011-07-01,125.38,USI76...F
594,2021-02-01,107.12088738,USI76...F
594,2010-02-01,97.7056,USI76...F
594,2010-12-01,103.55329949,USI76...F
594,2019-02-01,104.61094191,USI76...F
594,2019-12-01,101.52284264,USI76...F
594,2010-08-01,115.181,USI76...F
594,2017-10-01,102.19063734,USI76...F
594,2019-01-01,101.84771574,USI76...F
594,2021-01-01,104.69035533,USI76...F
594,2019-12-01,101.68527919,USI76...F
594,2017-03-01,99.3299,USI76...F
594,2018-11-01,103.06598985,USI76...F
594,2013-12-01,123.696,USI76...F
594,2015-07-01,101.442,USI76...F
594,2020-04-01,101.20458733,USI76...F
594,2011-09-01,109.888,USI76...F
594,2012-09-01,125.942,USI76...F
594,2018-12-01,103.98345554,USI76...F
594,2012-10-01,125.942,USI76...F
594,2011-12-01,107.289,USI76...F
594,2014-03-01,109.563,USI76...F
594,2014-04-01,108.426,USI76...F
594,2016-03-01,98.42571912,USI76...F
594,2015-08-01,101.74243279,USI76...F
594,2010-08-01,99.8985,USI76...F
594,2019-02-01,102.41624365,USI76...F
594,2018-01-01,103.35596917,USI76...F
594,2018-10-01,103.87817259,USI76...F
594,2018-06-01,105.32806919,USI76...F
594,2012-11-01,108.67,USI76...F
594,2016-03-01,95.918781726,USI76...F
594,2017-11-01,101.19796954,USI76...F
594,2018-06-01,103.95939086,USI76...F
594,2012-03-01,125.474,USI76...F
594,2022-02-01,124.26395939,USI76...F
594,2010-12-01,103.553,USI76...F
594,2017-07-01,99.248730964,USI76...F
594,2020-10-01,99.898477157,USI76...F
594,2016-04-01,96.4061,USI76...F
594,2011-10-01,107.69543147,USI76...F
594,2015-04-01,101.60406091,USI76...F
594,2019-04-01,105.4177101,USI76...F
594,2011-10-01,107.695,USI76...F
594,2021-11-01,118.98477157,USI76...F
594,2010-09-01,115.743,USI76...F
594,2017-02-01,99.086294416,USI76...F
594,2013-07-01,107.695,USI76...F
594,2012-02-01,108.102,USI76...F
594,2014-05-01,108.589,USI76...F
594,2011-03-01,124.164,USI76...F
594,2012-03-01,108.914,USI76...F
594,2010-02-01,97.705583756,USI76...F
594,2010-03-01,98.4365,USI76...F
594,2014-09-01,107.127,USI76...F
594,2018-02-01,102.17258883,USI76...F
594,2016-02-01,98.2464373,USI76...F
594,2010-03-01,113.404,USI76...F
594,2020-09-01,99.736040609,USI76...F
594,2013-03-01,109.157,USI76...F
594,2010-03-01,98.4365,USI76...F
594,2017-06-01,98.76142132,USI76...F
594,2019-05-01,102.9035533,USI76...F
594,2017-08-01,101.47351006,USI76...F
594,2015-03-01,102.254,USI76...F
594,2021-07-01,115.41116751,USI76...F
594,2019-07-01,102.49746193,USI76...F
594,2012-05-01,125.474,USI76...F
594,2010-03-01,98.4365,USI76...F
594,2018-06-01,103.95939086,USI76...F
594,2014-06-01,108.02,USI76...F
594,2011-10-01,124.07,USI76...F
594,2015-07-01,101.36,USI76...F
594,2022-09-01,127.35025381,USI76...F
594,2014-01-01,107.777,USI76...F
594,2010-12-01,119.298,USI76...F
594,2011-07-01,125.38,USI76...F
594,2011-10-01,107.695,USI76...F
594,2011-12-01,107.289,USI76...F
594,2016-03-01,96,USI76...F
594,2018-09-01,103.39086294,USI76...F
594,2017-05-01,98.842639594,USI76...F
594,2014-06-01,108.102,USI76...F
594,2015-08-01,99.8985,USI76...F
594,2015-10-01,99.0863,USI76...F
594,2021-06-01,114.1928934,USI76...F
594,2011-01-01,120.702,USI76...F
594,2013-09-01,107.53299492,USI76...F
594,2015-04-01,102.99740553,USI76...F
594,2017-03-01,99.2487,USI76...F
594,2020-03-01,103.89381463,USI76...F
594,2020-04-01,101.29422824,USI76...F
594,2011-07-01,108.83248731,USI76...F
594,2015-11-01,98.3553,USI76...F
594,2013-08-01,107.12690355,USI76...F
594,2017-06-01,98.7614,USI76...F
594,2012-09-01,109.239,USI76...F
594,2017-01-01,100.30817823,USI76...F
594,2018-09-01,105.4177101,USI76...F
594,2012-02-01,108.102,USI76...F
594,2010-01-01,112.749,USI76...F
594,2014-09-01,107.12690355,USI76...F
594,2013-11-01,107.74837375,USI76...F
594,2019-06-01,104.70058282,USI76...F
594,2011-03-01,124.257,USI76...F
594,2021-02-01,106.39593909,USI76...F
594,2018-05-01,103.71573604,USI76...F
594,2019-11-01,101.60406091,USI76...F
594,2011-05-01,109.076,USI76...F
594,2012-08-01,124.912,USI76...F
594,2015-07-01,101.36,USI76...F
594,2012-03-01,125.287,USI76...F
594,2016-06-01,98.1929,USI76...F
594,2019-08-01,101.92893401,USI76...F
594,2012-04-01,125.942,USI76...F
594,2020-11-01,100.7106599,USI76...F
594,2015-06-01,101.848,USI76...F
594,2016-07-01,98.355329949,USI76...F
594,2014-06-01,108.02,USI76...F
594,2013-09-01,108.37586012,USI76...F
594,2018-02-01,102.25380711,USI76...F
594,2015-04-01,101.604,USI76...F
594,2015-11-01,98.3553,USI76...F
594,2017-11-01,102.63884189,USI76...F
